#			OpenCL/OpenMP
#	Offloading	Kernel		Total time
1	1.365664	0.709184	3.795037
1	1.343648	0.737088	4.468918
0	Nan		Nan		Nan
2	2.162752	1.434128	6.372102
2	2.194080	1.440000	6.967072
0	Nan		Nan		Nan
3	2.669312	1.569568	5.968052
3	2.833152	1.570912	6.797175
0	Nan		Nan		Nan
6	2.738048	1.027040	5.492096
6	2.713056	1.014976	5.599088
0	Nan		Nan		Nan
9	1.463488	0.717824	3.909014
9	1.377088	0.726208	3.986970
